Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
26,CO,428.0,0.0,159.0,5,5.17,1,1952256,59.0,0.0,0.0,0.0,159.0,0.0,0.0,403.36,403.36,2,2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0.024741545
40,CO,2956.62,0.0,1211.63,12,10.0,1,1953007,198.0,0.0,207.0,149.0,138.0,0.0,0.0,1052.63,1467.63,2,2,0,0,1,1,1,1,0,4,1,0,0,1,0,0,0,0,0,6,0,0,0,0.3166699
39,CO,1395.0,477.0,1395.0,3,10.0,1,1953645,0.0,0.0,0.0,0.0,0.0,477.0,477.0,1395.0,1395.0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,5,0,0,1,0.8897724
43,CO,8137.69,1237.0,4044.88,21,2.01,1,1954962,0.0,50.0,0.0,0.0,0.0,0.0,1242.0,4062.56,5490.56,5,2,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.9605115
35,CO,1486.0,449.0,449.0,2,4.81,1,1958091,59.0,0.0,0.0,0.0,0.0,0.0,449.0,449.0,479.0,2,1,1,0,1,1,0,0,1,2,2,4,4,3,5,0,0,0,0,20,1,1,1,0.8313815
47,CO,1313.37,0.0,922.37,9,8.72,1,1961149,0.0,0.0,327.0,118.0,379.0,0.0,0.0,922.37,986.37,1,1,0,0,0,0,0,1,0,0,1,6,0,3,2,0,0,4,0,8,0,0,0,0.1893226
39,CO,227.64,53.07,102.07,12,0.0,0,1978613,0.0,118.0,0.0,0.0,0.0,0.0,153.07,202.07,225.64,2,2,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,6,0,0,0,0,0,0.13971548
47,CO,20954.89,5583.42,15463.51,38,0.0,0,1979179,0.0,177.0,89.0,316.0,149.0,60.0,5583.42,15476.51,16134.7,1,1,0,0,1,0,1,1,1,4,6,4,3,2,2,0,0,21,0,0,1,1,1,0.9479058
74,CO,1652.53,534.6,1433.53,43,10.0,1,1986585,100.0,0.0,0.0,0.0,0.0,0.0,534.6,1433.53,1482.53,1,1,0,0,0,0,1,1,1,5,3,4,1,0,1,0,0,0,0,14,1,1,1,0.9722765
48,CO,4325.4,1216.0,2808.4,9,6.58,1,1988657,59.0,69.0,0.0,0.0,0.0,0.0,1216.0,2808.4,2857.4,6,2,4,0,1,1,1,1,1,1,0,0,1,0,3,0,0,2,0,3,1,1,1,0.9371565
53,CO,2596.54,78.94,1073.94,7,7.68,1,2001306,640.0,313.0,0.0,398.0,597.0,0.0,263.74,1258.74,1258.74,4,2,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,2,0,0,0,0.076767944
46,CO,1154.0,0.0,717.0,8,0.0,1,2004750,139.0,149.0,149.0,149.0,159.0,0.0,840.0,1562.28,1860.28,3,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,1,1,0,0.07643983
20,CO,880.83,0.0,471.93,2,0.0,1,2005117,0.0,331.0,0.0,0.0,138.0,0.0,0.0,471.93,471.93,9,8,1,0,0,0,0,1,0,8,4,3,0,0,2,0,0,0,0,17,0,0,0,0.020415677
28,CO,1243.42,473.13,1243.42,15,10.0,1,2009194,0.0,0.0,0.0,0.0,345.0,0.0,473.13,1702.42,1702.42,1,1,0,0,0,0,0,1,1,3,5,3,0,0,1,0,0,1,0,11,1,1,1,0.9480063
66,CO,1264.65,0.0,515.65,3,4.8,1,2020378,139.0,200.0,0.0,298.0,199.0,0.0,0.0,243.84,541.84,3,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0.019987749
81,CO,13503.87,5399.68,8494.6,11,0.0,1,2020411,0.0,345.0,0.0,0.0,0.0,0.0,5399.68,8494.6,8837.6,5,5,0,0,1,1,1,1,1,2,1,2,2,0,4,0,0,0,0,11,1,1,1,0.9856828
64,CO,10253.56,2978.41,3747.56,47,0.0,0,2029887,0.0,236.0,276.0,158.0,316.0,0.0,3627.16,9730.91,11258.28,5,4,1,0,1,0,0,0,1,20,10,5,1,2,7,0,0,45,0,0,1,1,1,0.82082474
50,CO,1538.0,98.0,757.0,89,10.0,0,2030455,0.0,236.0,0.0,419.0,120.0,0.0,6636.99,15684.62,16669.21,10,8,2,0,0,0,1,0,0,2,4,3,1,0,7,0,0,17,0,0,0,0,0,0.05597859
37,CO,3839.21,644.08,2674.21,0,0.0,1,2067823,0.0,0.0,138.0,0.0,0.0,0.0,2490.08,7363.21,10017.21,4,2,2,0,0,1,1,1,0,6,1,1,0,0,3,0,0,0,0,11,0,0,1,0.87040216
62,CO,4631.23,183.95,3903.23,27,0.0,1,2069694,590.0,0.0,138.0,413.0,690.0,0.0,205.06,4062.34,4636.34,3,3,0,0,0,0,1,1,1,1,13,3,0,0,0,0,0,1,0,16,1,1,1,0.6480929
63,CO,7974.72,2098.0,3928.88,11,10.0,0,2069844,0.0,858.0,838.0,838.0,987.0,0.0,2104.37,3935.25,4139.07,5,3,2,0,0,0,0,0,1,0,4,0,2,0,0,0,0,6,0,0,1,1,0,0.45162246
74,CO,7156.02,1183.37,2698.62,45,0.0,0,2071148,0.0,0.0,0.0,0.0,0.0,39.0,1183.37,2725.72,2829.12,12,10,2,0,1,1,0,1,1,11,11,4,0,0,2,0,0,28,0,0,1,1,1,0.954087
47,CO,5094.77,157.86,445.28,34,10.0,0,2072119,0.0,236.0,0.0,0.0,0.0,0.0,547.3,1305.15,1342.3,6,3,3,0,1,0,1,0,0,3,1,4,0,0,0,0,0,8,0,0,0,0,0,0.07009607
48,CO,4221.0,0.0,2116.0,47,0.0,0,2073290,0.0,238.0,69.0,0.0,0.0,0.0,3471.6,7741.6,8008.6,4,2,2,0,0,0,0,1,0,16,10,17,3,2,18,0,0,66,0,0,0,0,0,0.07629819
22,CO,1085.43,499.0,1033.81,4,0.0,1,2074774,0.0,0.0,0.0,0.0,59.0,0.0,499.0,1033.81,1033.81,2,2,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,3,1,1,1,0.871082
48,CO,4442.92,0.0,1112.92,11,6.67,1,2077652,0.0,0.0,0.0,314.0,0.0,0.0,0.0,1112.92,1112.92,1,1,0,0,1,1,0,0,0,0,2,0,0,0,3,0,0,3,0,2,0,0,0,0.21358483
42,CO,15274.98,2765.74,7639.38,38,10.0,1,2078034,15.0,298.2,0.0,392.0,398.0,575.0,2799.2,8078.94,8702.99,4,2,2,1,1,1,1,1,1,4,6,1,0,0,0,0,0,9,0,2,1,1,1,0.9680038
36,CO,2584.28,498.94,1393.28,19,10.0,1,2086591,59.0,0.0,0.0,0.0,0.0,0.0,776.94,1671.28,2179.28,3,2,1,0,1,1,1,1,1,1,1,4,0,0,1,0,0,0,0,7,1,1,1,0.96880394
64,CO,5711.61,884.71,3171.61,24,8.62,1,2104958,0.0,0.0,297.0,267.0,159.0,0.0,2072.77,6209.35,8604.48,9,9,0,0,1,1,1,1,1,4,1,4,1,0,1,0,0,0,0,11,1,1,1,0.9540969
76,CO,12185.55,793.74,1682.56,0,9.23,1,2105008,531.0,0.0,138.0,0.0,0.0,0.0,793.74,1682.56,2939.96,3,3,0,0,1,1,1,1,1,11,8,9,5,0,5,0,0,2,0,36,1,1,1,0.9789001
26,CO,707.0,0.0,707.0,3,10.0,1,2109787,0.0,0.0,0.0,0.0,138.0,0.0,0.0,707.0,707.0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0.02062619
56,CO,6389.75,2143.05,4780.02,33,8.54,1,2115453,417.0,596.0,526.0,683.0,0.0,358.0,5915.68,8881.4,9602.72,8,5,3,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,1,1,1,0.91136837
45,CO,4186.0,1055.0,2890.0,8,0.0,0,2115471,0.0,69.0,0.0,0.0,0.0,0.0,1055.0,2890.0,2890.0,1,1,0,1,1,1,0,1,1,1,0,2,0,0,3,0,0,0,0,6,1,1,1,0.95870113
26,CO,1563.0,0.0,427.0,42,7.71,1,2120666,59.0,0.0,0.0,357.0,199.0,0.0,1876.0,5836.38,6885.06,5,5,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0.018745096
51,CO,14535.41,2736.44,8700.99,71,10.0,1,2122005,0.0,0.0,0.0,0.0,552.0,0.0,2736.44,8753.24,10894.33,4,3,1,1,1,1,1,1,1,15,7,4,4,0,3,0,0,0,0,33,1,1,1,0.9747352
25,CO,601.0,0.0,183.0,29,0.0,1,2122039,59.0,0.0,0.0,118.0,0.0,0.0,969.12,3962.32,4227.32,4,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0.025599452
56,CO,3074.0,1838.0,3074.0,11,7.46,1,5577481,0.0,0.0,0.0,0.0,0.0,0.0,2188.86,3424.86,3424.86,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.937382
54,CO,8298.67,1105.95,5470.67,32,0.0,1,1142355,0.0,4.74,0.0,0.0,0.0,0.0,1129.47,5592.36,5848.36,5,3,2,0,1,1,1,1,1,5,2,2,1,2,1,0,0,0,0,13,1,1,1,0.9714835
42,CO,1942.1,47.79,309.1,47,0.0,1,1143889,0.0,115.0,0.0,177.0,0.0,0.0,5827.27,11648.63,11966.63,6,4,2,0,1,0,0,0,0,4,1,3,0,0,3,0,0,0,0,11,0,0,0,0.03809016
40,CO,1507.91,1157.84,1507.91,17,0.0,0,5977734,0.0,0.0,0.0,0.0,0.0,0.0,2088.09,2438.16,2438.16,4,2,2,0,0,0,0,1,1,3,1,0,0,0,1,0,0,3,0,2,1,1,1,0.93849623
42,CO,1881.0,1464.0,1881.0,8,0.0,1,5984436,0.0,0.0,0.0,0.0,313.0,237.0,1145.0,1881.0,1881.0,2,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,1,1,1,0.8235902
29,CO,709.0,0.0,499.0,3,10.0,1,1170763,0.0,0.0,0.0,59.0,0.0,0.0,0.0,499.0,499.0,1,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0.020363964
34,CO,599.94,210.94,599.94,2,10.0,1,1174042,0.0,0.0,0.0,0.0,0.0,199.0,210.94,599.94,599.94,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.057917427
33,CO,1898.25,599.0,688.03,3,7.86,1,5647959,0.0,258.48,0.0,0.0,83.99,0.0,599.0,688.03,3541.72,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0.56824833
28,CO,1569.08,973.08,1569.08,3,0.0,1,5977876,0.0,0.0,0.0,0.0,238.0,358.0,973.08,1569.08,1569.08,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0.77038866
42,CO,2549.0,1166.0,2350.0,10,6.59,1,1177066,0.0,0.0,199.0,97.0,7.0,0.0,1166.0,2350.0,2549.0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.925767
39,CO,3823.1,847.0,2739.1,17,0.0,1,1177183,159.0,159.0,0.0,0.0,0.0,0.0,847.0,2739.1,2867.1,2,2,0,0,0,1,1,1,1,0,6,0,2,1,1,0,0,0,0,10,1,1,1,0.96337354
34,CO,748.0,179.0,748.0,2,0.0,1,5856299,0.0,0.0,0.0,0.0,0.0,179.0,179.0,748.0,748.0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0.06601268
21,CO,538.0,0.0,538.0,3,0.0,1,1179638,0.0,0.0,0.0,0.0,69.0,0.0,0.0,839.02,839.02,4,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.015372564
36,CO,530.05,0.0,530.05,4,10.0,0,1182328,0.0,0.0,0.0,0.0,69.0,0.0,0.0,530.05,530.05,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.019710327
31,CO,1335.0,0.0,778.0,7,0.0,1,1183165,59.0,0.0,0.0,59.0,0.0,0.0,0.0,778.0,827.0,1,1,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,4,0,1,0,0,0,0.12655638
22,CO,486.94,0.0,486.94,3,0.0,0,6065415,0.0,0.0,0.0,0.0,138.0,0.0,0.0,486.94,486.94,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0.017254328
55,CO,8610.53,2377.89,6150.53,66,8.25,1,1190368,0.0,254.0,100.0,295.0,217.0,0.0,2849.58,6007.93,8091.93,4,1,3,1,1,1,1,1,1,9,3,9,1,1,3,0,0,0,0,26,1,1,1,0.9811819
33,CO,1216.3,469.0,1126.0,12,6.9,1,1191923,59.0,0.0,0.0,169.0,0.0,0.0,469.0,1126.0,1126.0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0.91531694
42,CO,4190.06,559.0,2065.06,13,10.0,1,1193996,0.0,0.0,514.0,228.0,0.0,0.0,559.0,2065.06,2528.06,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.9357394
55,CO,4583.9,946.0,3108.13,22,8.68,1,1208467,0.0,0.0,318.0,0.0,0.0,0.0,946.0,3226.13,3826.21,2,2,0,0,0,1,1,1,1,1,4,3,0,1,3,0,0,2,0,10,1,1,1,0.9606477
46,CO,2593.32,491.32,1667.32,9,10.0,1,1213934,118.0,0.0,0.0,118.0,0.0,0.0,491.32,1667.32,1667.32,1,1,0,1,0,1,1,1,1,2,1,1,0,0,2,0,0,0,0,6,1,1,1,0.94805515
38,CO,1507.0,184.0,820.0,5,4.89,1,1213935,149.0,218.0,100.0,298.0,338.0,179.0,5.0,522.0,820.0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.057106383
50,CO,2058.92,1098.0,1800.92,11,10.0,1,1214367,0.0,0.0,0.0,129.0,0.0,0.0,1288.0,2323.92,2323.92,3,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.9318098
45,CO,872.0,852.54,872.0,7,0.0,1,6083935,0.0,0.0,0.0,0.0,129.0,630.0,1006.76,1135.76,1135.76,6,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5034167
24,CO,1180.62,466.1,1180.62,7,0.0,1,5890374,0.0,0.0,0.0,0.0,256.0,0.0,466.1,1180.62,1180.62,1,1,0,0,0,0,0,1,1,0,0,2,0,2,4,0,0,0,0,8,1,1,1,0.92438143
29,CO,1452.8,706.69,1452.8,27,0.0,1,5902005,0.0,0.0,0.0,0.0,276.0,0.0,1546.69,3619.25,3619.25,4,4,0,0,0,0,0,1,1,3,3,7,1,0,2,0,0,4,0,12,1,1,1,0.91858375
62,CO,3383.8,209.16,1279.36,14,0.0,1,1216174,59.0,69.0,447.0,194.0,456.0,358.0,209.16,1438.36,1597.36,5,5,0,0,1,0,0,0,0,0,1,4,0,0,2,0,0,0,0,7,0,0,0,0.28613502
45,CO,3423.0,50.0,1267.0,13,0.0,0,1222157,0.0,118.0,0.0,79.0,159.0,50.0,1123.98,4357.98,6781.98,2,2,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0.13096167
47,CO,5448.03,1052.69,3385.69,17,10.0,0,1222274,0.0,0.0,0.0,0.0,553.0,0.0,1052.69,3385.69,3558.68,2,2,0,0,1,1,1,1,1,2,8,5,1,1,4,0,0,21,0,0,1,1,1,0.9701549
54,CO,1230.64,499.0,1230.64,12,0.0,1,1222289,0.0,0.0,0.0,0.0,716.0,0.0,499.0,2440.76,2440.76,9,5,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0.6380003
53,CO,790.36,18.43,163.36,32,0.0,1,1225914,0.0,0.0,0.0,0.0,0.0,0.0,1393.96,2783.6,3548.6,3,2,1,1,1,1,0,0,0,4,2,5,2,0,0,0,0,0,0,13,0,0,0,0.0585398
44,CO,838.61,596.03,838.61,6,0.0,1,5905581,0.0,0.0,0.0,0.0,219.0,199.0,612.94,855.52,855.52,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0.73810947
41,CO,925.94,777.94,925.94,9,0.0,1,6105210,0.0,0.0,0.0,0.0,99.0,0.0,777.94,925.94,925.94,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.7936825
17,CO,576.0,0.0,576.0,3,0.0,1,5914357,0.0,0.0,0.0,0.0,207.0,0.0,1390.0,1966.0,1966.0,8,3,5,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,0.020851241
53,CO,847.0,0.0,847.0,4,0.0,0,6143688,0.0,0.0,0.0,0.0,69.0,0.0,0.0,1185.0,1185.0,6,4,2,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,0.024175653
22,CO,548.0,0.0,548.0,3,2.14,1,5926188,0.0,0.0,0.0,0.0,69.0,0.0,0.0,548.0,548.0,1,1,0,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,6,0,0,0,0.02422052
30,CO,1719.0,469.0,1037.0,4,10.0,1,1232616,118.0,0.0,0.0,0.0,69.0,0.0,469.0,1037.0,1037.0,2,2,0,1,1,0,0,1,1,2,4,0,0,0,2,0,0,0,0,8,1,1,1,0.9070205
47,CO,1468.91,798.0,1468.91,8,0.0,1,5930349,0.0,0.0,0.0,0.0,537.0,0.0,804.07,1510.01,1510.01,4,2,2,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,4,1,1,1,0.74901336
30,CO,646.0,439.0,646.0,12,0.0,1,5930385,0.0,0.0,0.0,0.0,207.0,0.0,1540.73,2836.72,2836.72,3,3,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,1,0,6,1,1,1,0.8990885
35,CO,843.57,191.25,273.57,40,0.0,0,1236210,590.0,0.0,0.0,0.0,0.0,25.0,191.25,273.57,273.57,1,1,0,1,0,0,0,0,0,2,8,7,2,1,7,0,0,0,0,27,0,0,0,0.17642665
49,CO,3383.11,412.0,1576.24,15,9.62,1,1241744,278.0,338.0,467.0,318.0,338.0,412.0,474.75,2133.73,3026.6,7,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0.8128071
31,CO,548.0,0.0,548.0,2,0.0,0,5934794,0.0,0.0,0.0,0.0,69.0,0.0,0.0,548.0,548.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.019710327
40,CO,1775.0,798.0,1775.0,9,0.0,1,6212728,0.0,0.0,0.0,0.0,82.0,0.0,2625.0,3741.96,4069.16,4,2,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,1,1,1,0.58803284
53,CO,3497.25,1496.0,3497.25,14,0.0,1,6213532,0.0,0.0,0.0,0.0,579.0,199.0,1496.0,3497.25,3497.25,8,4,4,0,0,0,0,0,1,0,0,8,0,0,0,0,0,8,0,0,1,1,1,0.7422397
34,CO,568.0,0.0,568.0,5,0.0,1,6213598,0.0,0.0,0.0,0.0,99.0,0.0,0.0,568.0,568.0,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.022661937
63,CO,966.58,179.0,966.58,4,0.0,1,6156757,0.0,0.0,0.0,0.0,0.0,179.0,179.0,1435.58,1435.58,5,5,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0.06514716
16,CO,3604.81,21.97,1695.41,26,10.0,1,1249131,398.0,100.0,0.0,0.0,69.0,0.0,2037.79,5615.57,6235.73,7,3,4,0,1,0,0,1,0,3,0,3,0,0,0,0,0,2,0,4,0,0,0,0.2147856
58,CO,12623.2,2245.99,5776.2,28,10.0,1,1249497,336.0,508.0,0.0,149.0,0.0,0.0,2250.99,6658.48,9253.48,5,5,0,1,1,1,1,1,1,3,8,4,0,1,1,0,0,0,0,17,1,1,1,0.9820931
48,CO,4628.97,4.45,1736.36,46,10.0,1,1252389,177.0,254.0,0.0,0.0,714.0,0.0,3377.02,7463.4,7665.4,6,4,2,0,1,0,1,1,0,5,4,5,1,3,3,0,0,0,0,21,0,0,0,0.21406953
26,CO,607.0,0.0,0.0,3,3.75,1,1258002,177.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,2,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0.016433757
41,CO,2259.32,997.13,1349.97,15,10.0,1,1262098,0.0,169.0,149.0,208.0,228.0,0.0,1496.13,2476.97,2774.97,4,2,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,1,1,1,0.73545843
39,CO,1756.0,0.0,908.0,2,10.0,1,1272692,0.0,0.0,0.0,0.0,200.0,0.0,0.0,908.0,908.0,2,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0.0351096
67,CO,2345.0,0.0,556.0,4,0.0,1,1275303,177.0,276.0,0.0,236.0,0.0,0.0,0.0,2886.0,2955.0,3,3,0,0,1,0,1,0,0,1,1,3,1,0,2,0,0,0,0,8,0,0,0,0.023089135
32,CO,4559.99,2120.77,4559.99,19,0.0,0,4052457,0.0,0.0,0.0,258.0,79.0,0.0,2120.77,4559.99,4559.99,1,1,0,0,0,0,0,1,1,6,4,5,0,2,9,0,0,26,0,0,1,1,1,0.9665855
23,CO,1231.29,116.0,1231.29,90,0.0,0,4058205,0.0,0.0,0.0,0.0,0.0,50.0,809.5,3027.21,3270.81,4,4,0,0,0,0,1,0,0,0,0,0,0,5,25,0,0,30,0,0,0,0,0,0.19289851
49,CO,3643.37,2004.14,3643.37,24,0.0,1,4068694,0.0,0.0,0.0,357.0,0.0,0.0,2006.67,3645.9,3645.9,2,1,1,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,8,1,1,1,0.9534978
38,CO,3212.5,939.18,3212.5,13,10.0,0,4068837,0.0,0.0,0.0,237.0,0.0,0.0,1758.18,5659.5,5659.5,2,2,0,0,0,0,1,1,1,5,2,2,0,0,3,0,0,12,0,0,1,1,1,0.91882545
53,CO,6101.19,284.0,6101.19,13,0.0,1,4069253,0.0,0.0,0.0,1674.0,0.0,0.0,329.91,6147.1,6147.1,4,2,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3,1,1,0,0.26778096
48,CO,2323.45,537.36,2323.45,7,10.0,1,3996616,0.0,0.0,0.0,0.0,266.0,358.0,537.36,2363.45,2363.45,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0.55374205
35,CO,869.0,0.0,869.0,6,0.0,1,4081335,0.0,0.0,0.0,210.0,200.0,0.0,202.0,1071.0,1071.0,4,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0.047957376
47,CO,1317.0,599.0,1317.0,8,0.0,1,4082089,0.0,0.0,0.0,119.0,0.0,0.0,2467.0,5891.0,5891.0,5,3,2,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,8,1,1,1,0.81129897
32,CO,764.47,0.0,764.47,5,8.84,1,4108413,0.0,0.0,0.0,0.0,139.0,0.0,0.0,764.47,764.47,1,1,0,0,0,0,0,1,0,3,1,2,0,1,1,0,0,6,0,2,0,0,0,0.04330785
40,CO,901.94,623.94,901.94,8,5.11,1,4110340,0.0,0.0,0.0,0.0,278.0,447.0,628.94,906.94,906.94,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0.76246214
51,CO,6879.81,2294.34,6879.81,41,0.0,0,4110399,0.0,0.0,0.0,0.0,79.0,0.0,3235.09,7834.94,7834.94,6,3,3,0,0,0,0,1,1,5,3,2,0,0,2,0,0,12,0,0,1,1,1,0.95531243
29,CO,463.74,0.0,380.54,2,0.0,1,4048461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.54,463.74,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.01910682
50,CO,2725.0,196.0,2725.0,10,7.34,1,4112732,0.0,0.0,0.0,317.0,516.0,0.0,196.0,2725.0,2725.0,4,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,1,1,0,0.2468734
40,CO,5699.61,2874.69,4655.61,22,10.0,1,4112741,0.0,0.0,555.0,0.0,0.0,10.0,2874.69,4655.61,5699.61,3,1,2,0,0,0,1,1,1,1,0,0,2,0,2,0,0,5,0,0,1,1,1,0.9433238
27,CO,2356.36,638.99,2356.36,25,10.0,1,4050868,0.0,0.0,0.0,375.0,0.0,79.0,638.99,1267.36,2356.36,1,1,0,0,0,0,1,1,1,8,9,5,1,0,5,0,0,28,0,0,1,1,1,0.8334755
34,CO,4844.04,1750.58,4844.04,63,0.0,0,4051235,0.0,0.0,0.0,79.0,79.0,0.0,1795.28,3760.74,4888.74,5,2,3,0,0,0,1,1,1,5,6,1,2,0,5,0,0,19,0,0,1,1,1,0.96283627
63,CO,4643.95,1205.34,4643.95,23,0.0,1,4051283,0.0,0.0,0.0,158.0,0.0,0.0,1205.34,3554.95,4643.95,2,2,0,0,0,0,1,1,1,1,3,0,0,3,2,0,0,9,0,0,1,1,1,0.95134765
40,CO,1843.0,1505.0,1843.0,13,0.0,1,4051469,0.0,0.0,0.0,0.0,0.0,507.0,1117.0,2478.0,3227.09,5,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,0.78729934
56,CO,1446.0,0.0,938.0,9,10.0,1,1036933,0.0,0.0,0.0,0.0,0.0,0.0,239.0,1323.0,1696.14,3,3,0,0,0,0,0,1,0,2,3,1,0,0,1,0,0,0,0,7,0,0,0,0.21574077
34,CO,2169.42,-407.34,1990.42,13,0.0,0,4155264,0.0,149.0,0.0,0.0,158.0,25.0,-407.34,1990.42,2020.42,2,2,0,0,0,0,0,1,1,5,4,6,1,0,2,0,0,18,0,0,1,1,1,0.9217161
29,CO,659.0,0.0,659.0,3,0.0,1,4666063,0.0,0.0,0.0,0.0,200.0,0.0,0.0,689.0,689.0,3,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.015226748
54,CO,3219.34,983.0,3219.34,10,0.0,1,4173848,0.0,0.0,0.0,0.0,552.0,0.0,983.0,3219.34,3219.34,4,2,2,0,0,0,0,1,1,1,11,1,2,0,0,0,0,0,0,15,1,1,1,0.8854216
35,CO,867.0,0.0,867.0,6,0.0,1,4173907,0.0,0.0,0.0,0.0,398.0,0.0,0.0,867.0,867.0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,2,1,1,0,0.10545391
