Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,Spend_Winter_2010,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5,Pass_Winter_2011
54,Tabernash,CO,80478,5989.85,957.43,2853.43,14.0,10.0,True,True,0.0,118.0,969.64,2865.64,2963.64,2.0,2.0,0.0,0,0,2,0,0,0,0,0,0,0,0,2,1
47,Denver,CO,80228,6164.68,1521.01,4512.68,35.0,0.0,True,True,1.0,295.0,1647.5,5087.05,6302.05,4.0,2.0,2.0,1,8,2,1,0,3,7,0,0,0,0,21,0
62,Denver,CO,80210,1149.52,0.0,118.0,18.0,10.0,True,True,1.0,59.0,997.88,2943.56,3089.84,3.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0
44,Winter Park,CO,80482,857.0,0.0,389.0,2.0,0.0,True,True,0.0,59.0,0.0,389.0,389.0,1.0,1.0,0.0,1,0,4,0,0,2,1,0,0,0,0,7,0
40,Denver,CO,80210,3217.0,2216.0,2393.0,17.0,10.0,True,True,1.0,198.0,2216.0,2393.0,2791.0,4.0,2.0,2.0,0,0,2,0,0,0,0,0,0,0,0,2,0
31,Boulder,CO,80305,0.0,0.0,0.0,10.0,0.0,True,True,1.0,0.0,170.75,1248.75,1248.75,4.0,4.0,0.0,1,2,0,1,0,1,2,0,0,0,0,6,0
45,Boulder,CO,80301,3661.0,2058.0,3542.0,12.0,10.0,True,True,1.0,170.0,2058.0,3542.0,3542.0,5.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0
62,Longmont,CO,80503,3328.24,502.24,1567.24,18.0,10.0,True,True,1.0,177.0,971.24,2953.24,3250.24,2.0,2.0,0.0,0,0,0,0,0,0,2,0,0,0,0,2,1
39,Fort Collins,CO,80521,1741.0,179.0,576.0,7.0,0.0,True,True,1.0,198.0,277.0,992.0,992.0,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,1
77,Windsor,CO,80550,10197.31,1586.0,4804.31,16.0,0.0,True,True,1.0,236.0,1586.0,4804.31,6684.31,1.0,1.0,0.0,1,2,11,24,10,1,3,0,0,0,0,51,1
55,Lafayette,CO,80026,3239.61,971.13,1893.61,25.0,10.0,True,True,1.0,0.0,2020.88,3926.61,4092.23,2.0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1
41,Denver,CO,80203,2463.0,199.0,1118.0,5.0,10.0,True,True,1.0,59.0,199.0,1118.0,1167.0,2.0,2.0,0.0,0,0,0,0,0,0,2,0,0,0,0,2,1
52,Winter Park,CO,80482,859.25,0.0,0.0,0.0,10.0,True,True,0.0,354.0,0.0,0.0,0.0,1.0,1.0,0.0,1,9,8,21,9,1,3,0,0,0,0,51,0
58,Evergreen,CO,80439,4239.0,397.0,2154.0,9.0,0.0,True,True,1.0,0.0,397.0,2421.1,2421.1,3.0,3.0,0.0,1,3,1,0,0,0,3,0,0,0,0,7,1
51,Boulder,CO,80304,5782.73,1804.96,3838.73,13.0,10.0,True,True,1.0,0.0,1804.96,2794.73,4114.73,4.0,2.0,2.0,0,0,2,0,0,0,0,0,0,0,0,2,1
33,Denver,CO,80212,2233.0,938.0,2174.0,11.0,0.0,True,True,1.0,59.0,1050.27,2286.27,2286.27,5.0,3.0,2.0,0,0,0,0,0,3,0,0,0,0,0,3,0
55,Golden,CO,80401,3411.87,1591.05,2643.97,54.0,10.0,True,True,1.0,118.0,3010.72,7509.62,8589.25,5.0,4.0,1.0,0,1,0,0,0,0,1,0,0,0,0,2,0
29,Louviers,CO,80131,924.46,0.0,0.0,0.0,10.0,True,True,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,2,1
32,Denver,CO,80205,478.0,0.0,0.0,2.0,10.0,True,True,1.0,59.0,0.0,529.0,766.0,2.0,2.0,0.0,1,1,0,0,0,1,2,0,0,0,0,4,0
38,Lyons,CO,80540,957.0,0.0,0.0,7.0,10.0,True,True,1.0,0.0,998.0,3113.0,3113.0,2.0,2.0,0.0,1,0,2,0,0,1,0,0,0,0,0,3,1
57,Golden,CO,80401,7752.34,179.0,1936.0,88.0,6.27,True,True,1.0,295.0,1001.62,8706.78,10090.25,4.0,2.0,2.0,0,7,3,4,0,0,7,0,0,0,0,21,1
58,Littleton,CO,80127,1613.0,0.0,0.0,0.0,10.0,True,True,1.0,476.0,0.0,0.0,424.0,7.0,7.0,0.0,1,1,0,0,0,0,2,0,0,0,0,3,0
44,Littleton,CO,80129,4133.72,402.55,2384.72,22.0,10.0,True,True,1.0,417.0,432.55,2977.25,3992.58,5.0,3.0,2.0,0,1,0,0,1,0,1,0,0,0,0,3,0
46,Evergreen,CO,80439,15357.03,2370.43,7377.03,85.0,9.09,True,True,1.0,454.0,2370.43,7381.95,8806.95,8.0,3.0,5.0,1,0,0,1,2,0,2,0,0,0,0,5,1
52,Denver,CO,80238,674.18,579.0,595.18,7.0,0.0,True,True,1.0,0.0,579.0,595.18,674.18,3.0,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,2,0
52,Englewood,CO,80111,2449.0,358.0,994.0,8.0,0.0,True,True,1.0,0.0,358.0,1383.24,1700.24,7.0,6.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0
48,Evergreen,CO,80439,1682.0,0.0,318.0,2.0,10.0,False,True,1.0,0.0,0.0,169.0,318.0,2.0,1.0,1.0,1,0,1,0,2,1,1,0,0,0,0,5,1
77,Denver,CO,80210,3300.0,0.0,159.0,0.0,0.0,0,0,80402,344.0,0.0,159.0,3300.0,1.0,0.0,1.0,0,4,1,1,0,0,2,0,0,0,0,8,1
58,Parker,CO,80134,7471.0,1157.0,3471.0,12.0,10.0,True,False,1.0,0.0,1157.0,4267.93,5764.93,4.0,4.0,0.0,1,2,2,1,0,0,3,0,0,0,0,8,1
51,Littleton,CO,80123,3989.24,0.0,1120.24,15.0,10.0,True,True,1.0,50.0,46.0,1173.54,1173.54,3.0,3.0,0.0,1,6,3,6,7,2,8,0,0,0,0,32,0
43,Denver,CO,80230,8181.98,1200.31,4743.21,36.0,0.0,True,True,1.0,59.0,1436.3,5419.26,6843.86,8.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,1
65,Arvada,CO,80005,4306.41,835.03,3008.41,27.0,0.0,True,True,1.0,0.0,835.03,3008.41,3118.41,1.0,1.0,0.0,0,4,2,3,2,0,0,0,0,0,0,11,1
66,Bellvue,CO,80512,6474.0,1100.0,3154.0,12.0,0.0,True,True,1.0,0.0,1108.24,3173.96,4239.96,3.0,3.0,0.0,1,5,5,6,3,0,9,0,0,0,0,28,1
62,Westminster,CO,80031,6650.36,726.74,3204.56,8.0,0.0,True,True,1.0,59.0,726.74,3495.42,4443.42,5.0,5.0,0.0,0,4,0,1,0,0,5,0,0,0,0,10,1
61,Fraser,CO,80442,5576.0,0.0,2288.0,10.0,10.0,True,True,0.0,236.0,0.0,2288.0,3126.0,2.0,2.0,0.0,0,0,0,0,4,0,0,0,0,0,0,4,1
30,Littleton,CO,80123,1752.0,0.0,129.0,39.0,10.0,True,True,1.0,177.0,2804.94,7331.61,8169.61,7.0,7.0,0.0,0,2,0,0,1,0,0,0,0,0,0,3,1
63,Winter Park,CO,80482,2590.38,0.0,1120.38,11.0,10.0,True,True,0.0,0.0,0.0,1120.38,1722.38,1.0,1.0,0.0,0,7,3,5,1,2,4,0,0,0,0,22,1
42,Castle Rock,CO,80108,2312.71,0.0,1750.71,7.0,10.0,True,True,1.0,562.0,0.0,1750.71,1750.71,2.0,2.0,0.0,0,1,6,0,0,0,0,0,0,0,0,7,0
79,Denver,CO,80210,1803.15,186.03,198.15,5.0,7.02,True,True,1.0,0.0,186.03,198.15,527.15,1.0,1.0,0.0,1,1,0,0,2,0,3,0,0,0,0,6,1
43,Arvada,CO,80007,7643.86,3502.85,5162.86,9.0,10.0,True,True,1.0,30.0,3565.71,5315.14,5394.14,6.0,2.0,4.0,1,0,1,0,0,3,1,0,0,0,0,5,0
63,Niwot,CO,80503,22147.33,5.0,1003.0,0.0,6.57,True,True,1.0,59.0,2535.0,9844.88,13461.8,5.0,5.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,1
29,Denver,CO,80234,564.58,0.0,134.58,2.0,10.0,True,False,1.0,0.0,0.0,134.58,134.58,3.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0
59,Broomfield,CO,80021,894.94,580.0,675.91,14.0,10.0,True,False,1.0,100.0,580.0,755.47,755.47,6.0,5.0,1.0,0,5,1,3,0,0,6,0,0,0,0,15,0
34,Boulder,CO,80303,2975.0,0.0,1316.0,6.0,7.02,True,True,1.0,298.0,0.0,1316.0,1824.0,3.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0
47,Louisville,CO,80027,991.0,0.0,799.0,4.0,7.13,True,True,1.0,0.0,0.0,799.0,897.0,4.0,3.0,1.0,0,0,0,1,0,0,1,0,0,0,0,2,0
11,Evergreen,CO,80439,455.09,0.0,11.05,16.0,10.0,True,True,1.0,5.0,2345.53,4172.54,4172.54,4.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0
40,Boulder,CO,80303,479.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,2.0,2.0,0.0,1,2,0,4,0,0,0,0,0,0,0,6,0
35,Denver,CO,80210,4693.47,499.0,2144.0,11.0,10.0,True,True,1.0,326.0,499.0,2405.1,2405.1,3.0,3.0,0.0,1,4,0,1,0,0,0,0,0,0,0,5,1
65,Broomfield,CO,80023,2077.0,987.0,1602.0,8.0,10.0,True,True,1.0,475.0,757.0,2057.0,2057.0,5.0,5.0,0.0,0,0,0,0,0,0,3,0,0,0,0,3,0
31,Fort Collins,CO,80526,2587.42,9.0,1978.42,17.0,10.0,True,True,1.0,0.0,208.0,3319.33,3388.33,2.0,2.0,0.0,0,0,3,2,1,1,2,0,0,0,0,9,0
52,Winter Park,CO,80482,7418.79,1908.46,3449.47,35.0,0.0,True,True,0.0,342.0,3578.16,5404.8,5583.41,7.0,7.0,0.0,1,2,1,5,1,2,4,0,0,0,0,15,1
22,Castle Rock,CO,80104,1811.31,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,2.0,2.0,0.0,1,4,4,5,0,3,3,0,0,0,0,19,0
47,Greenwood Village,CO,80111,7858.14,1536.15,4756.14,21.0,0.0,True,True,1.0,283.0,1890.78,5228.77,6198.28,7.0,6.0,1.0,1,2,6,1,0,1,2,0,0,0,0,12,1
50,Fort Collins,CO,80521,7607.96,1175.0,4913.96,17.0,8.65,True,True,1.0,506.0,1175.0,4944.12,6191.34,4.0,3.0,1.0,1,0,1,0,0,0,4,0,0,0,0,5,0
56,Fort Collins,CO,80521,3127.72,0.0,797.0,6.0,0.0,True,True,1.0,59.0,0.0,698.0,1055.0,5.0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1
56,Englewood,CO,80111,18267.07,1842.39,8049.98,58.0,9.48,True,True,1.0,230.0,1883.77,8056.18,10916.9,5.0,4.0,1.0,1,0,3,0,0,0,0,0,0,0,0,3,1
28,Steamboat Springs,CO,80487,5337.72,1148.0,3741.8,38.0,0.0,True,True,0.0,59.0,2451.58,7989.02,9459.96,5.0,4.0,1.0,1,6,1,0,0,0,1,0,0,0,0,8,0
26,Fort Collins,CO,80526,2766.9,488.9,1609.9,11.0,0.0,True,True,1.0,149.0,488.9,1609.9,2068.9,4.0,4.0,0.0,1,1,0,0,0,2,0,0,0,0,0,3,1
32,Aurora,CO,80014,2424.74,507.0,1647.74,13.0,10.0,True,True,1.0,0.0,507.0,1955.74,2024.74,1.0,1.0,0.0,1,0,3,0,0,0,0,0,0,0,0,3,1
60,Denver,CO,80220,8152.68,1008.67,3737.98,20.0,10.0,True,True,1.0,149.0,1042.42,4167.16,4458.76,6.0,6.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1
40,Boulder,CO,80303,1693.26,457.26,1544.26,20.0,10.0,True,True,1.0,149.0,1989.46,3713.46,3713.46,2.0,2.0,0.0,0,1,1,0,0,0,2,0,0,0,0,4,0
25,Evergreen,CO,80439,2157.42,398.0,1253.0,20.0,0.0,True,True,1.0,118.0,2144.0,3845.29,3983.29,5.0,5.0,0.0,0,2,0,2,0,1,5,0,0,0,0,10,0
37,Denver,CO,80219,962.34,0.0,465.34,4.0,10.0,True,True,1.0,199.0,0.0,938.23,938.23,2.0,2.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,0
44,Denver,CO,80241,1833.76,0.0,0.0,0.0,10.0,True,True,1.0,59.0,0.0,0.0,0.0,6.0,4.0,2.0,1,1,1,0,2,3,3,0,0,0,0,10,1
52,Lakewood,CO,80214,1633.41,0.0,0.0,0.0,0.0,True,True,1.0,146.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,Fort Collins,CO,80528,20430.79,305.61,5458.21,27.0,0.0,True,True,1.0,702.0,547.27,6338.39,9282.55,10.0,8.0,2.0,0,1,1,7,0,0,1,0,0,0,0,10,1
52,Fort Collins,CO,80521,2344.8,528.94,1386.94,3.0,0.0,True,True,1.0,149.0,528.94,1386.94,1386.94,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0
62,Arvada,CO,80002,6397.39,952.7,3945.39,38.0,10.0,True,True,1.0,531.0,1571.55,4568.21,4933.21,4.0,3.0,1.0,0,0,3,1,0,0,5,0,0,0,0,9,1
42,Evergreen,CO,80439,2790.39,654.94,1723.68,10.0,6.51,True,True,1.0,338.0,883.94,2416.18,2485.18,3.0,3.0,0.0,0,2,3,0,0,0,0,0,0,0,0,5,0
54,Tabernash,CO,80478,3696.0,0.0,0.0,4.0,0.0,True,True,0.0,236.0,0.0,1202.13,1202.13,6.0,3.0,3.0,1,3,5,3,2,4,2,0,0,0,0,19,0
25,Denver,CO,80218,1144.0,184.0,868.0,6.0,0.0,True,True,1.0,118.0,184.0,1052.0,1210.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,2,0
49,Louisville,CO,80027,2403.41,145.0,853.18,10.0,0.0,True,True,1.0,118.0,729.0,2245.18,3866.41,3.0,3.0,0.0,1,0,1,5,1,0,0,0,0,0,0,7,1
47,Lakewood,CO,80228,926.0,429.0,777.0,3.0,0.0,True,True,1.0,149.0,429.0,777.0,777.0,1.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,2,0
54,Golden,CO,80401,6630.68,1002.0,3138.68,13.0,10.0,True,True,1.0,0.0,1002.0,3374.68,4212.68,2.0,2.0,0.0,1,2,3,1,0,1,4,0,0,0,0,11,1
65,Castle Rock,CO,80104,3948.0,856.0,2319.0,17.0,10.0,True,True,1.0,0.0,862.02,2541.12,3099.12,3.0,2.0,1.0,1,3,5,4,1,4,7,0,0,0,0,24,1
29,Englewood,CO,80112,2940.0,0.0,879.0,5.0,10.0,True,True,1.0,336.0,0.0,879.0,928.0,1.0,1.0,0.0,1,0,4,1,0,0,0,0,0,0,0,5,1
68,Boulder,CO,80304,5835.42,0.0,2860.0,18.0,10.0,True,True,1.0,50.0,0.0,2869.39,3708.39,3.0,3.0,0.0,0,4,2,4,11,2,2,0,0,0,0,25,1
58,Englewood,CO,80113,2094.0,0.0,0.0,0.0,0.0,True,True,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1
40,Boulder,CO,80302,1397.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,138.0,2.0,2.0,0.0,0,1,1,0,1,0,4,0,0,0,0,7,1
67,Louisville,CO,80027,4615.92,637.82,1473.82,7.0,0.0,True,True,1.0,0.0,637.82,1473.82,1552.82,2.0,2.0,0.0,1,2,2,0,2,0,1,0,0,0,0,7,1
39,Denver,CO,80207,1592.78,429.0,1175.78,10.0,6.7,True,True,1.0,139.0,429.0,1175.78,1175.78,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,Denver,CO,80205,6812.53,2510.0,4440.42,17.0,5.62,True,True,1.0,0.0,3737.0,5667.42,5781.73,4.0,4.0,0.0,1,2,0,0,1,0,1,0,0,0,0,4,1
59,Littleton,CO,80126,1140.0,0.0,357.0,2.0,2.33,True,True,1.0,475.0,0.0,357.0,498.0,4.0,4.0,0.0,1,1,2,2,0,2,2,0,0,0,0,9,0
38,Brighton,CO,80601,2527.16,1014.16,1941.16,15.0,10.0,True,True,1.0,118.0,1014.16,1941.16,1990.16,2.0,2.0,0.0,0,0,1,2,2,0,2,0,0,0,0,7,0
46,Thornton,CO,80241,1722.0,0.0,0.0,26.0,0.0,True,True,1.0,1353.0,1634.42,3858.43,4523.43,7.0,4.0,3.0,0,1,0,4,1,3,18,0,0,0,0,27,1
67,Greeley,CO,80634,992.1,12.1,71.1,23.0,10.0,True,True,1.0,295.0,983.3,2964.69,3131.69,3.0,3.0,0.0,0,0,0,4,0,0,1,0,0,0,0,5,0
53,Denver,CO,80219,2954.75,0.0,1153.75,9.0,0.0,True,True,1.0,341.15,0.0,1224.75,1224.75,3.0,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,4,1
13,Centennial,CO,80121,1909.1,124.61,220.1,57.0,0.0,True,True,1.0,0.0,1484.12,10356.01,13339.05,4.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1
28,Lafayette,CO,80026,3164.0,469.0,1872.0,25.0,0.0,True,True,1.0,59.0,668.0,2270.0,2497.0,2.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0
61,Fort Collins,CO,80524,16815.11,3019.94,9391.22,90.0,0.0,True,True,1.0,189.45,198.0,198.0,198.0,1.0,1.0,0.0,1,12,3,3,1,0,8,0,0,0,0,27,1
46,Golden,CO,80403,2514.75,0.0,1491.64,19.0,10.0,True,True,1.0,59.0,98.0,5002.23,5498.27,4.0,2.0,2.0,0,2,4,0,1,0,0,0,0,0,0,7,0
58,Boulder,CO,80302,15670.91,1676.82,5691.91,36.0,10.0,True,True,1.0,0.0,3564.82,9324.96,9403.96,7.0,7.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1
50,Broomfield,CO,80023,7239.08,900.48,3034.22,21.0,10.0,True,True,1.0,53.32,1354.41,4950.31,6034.31,5.0,2.0,3.0,1,4,2,3,1,2,1,0,0,0,0,13,1
43,Denver,CO,80238,2796.0,0.0,101.0,1.0,10.0,True,True,1.0,345.0,0.0,101.0,101.0,1.0,1.0,0.0,1,4,0,1,1,1,2,0,0,0,0,9,1
36,Winter Park,CO,80482,5668.0,299.0,5268.0,5.0,0.0,True,True,0.0,0.0,299.0,5268.0,5537.0,1.0,1.0,0.0,0,5,2,1,1,1,7,0,0,0,0,17,0
26,Winter Park,CO,80482,2439.5,0.0,2139.37,22.0,0.0,True,True,0.0,0.0,60.0,2335.59,2655.33,3.0,3.0,0.0,0,0,0,2,0,2,0,0,0,0,0,4,0
48,Lyons,CO,80540,7541.13,14.13,3151.44,24.0,10.0,True,True,1.0,354.0,14.13,3203.82,6205.3,3.0,2.0,1.0,0,0,0,0,6,0,0,0,0,0,0,6,0
27,Oak Creek,CO,80467,377.0,0.0,0.0,24.0,10.0,True,True,0.0,0.0,3646.65,6178.62,8272.62,15.0,13.0,2.0,1,3,1,0,0,0,2,0,0,0,0,6,0
42,Denver,CO,80232,208.58,49.0,59.58,7.0,4.8,True,True,1.0,0.0,49.0,59.58,59.58,2.0,1.0,1.0,0,2,2,1,3,0,3,0,0,0,0,11,0
47,Brighton,CO,80602,2803.27,18.79,212.27,20.0,10.0,True,True,1.0,59.0,1397.79,3393.39,4750.55,8.0,3.0,5.0,0,0,2,1,2,0,3,0,0,0,0,8,1
36,Louisville,CO,80027,1832.0,0.0,159.0,2.0,10.0,True,True,1.0,59.0,0.0,159.0,159.0,1.0,1.0,0.0,1,0,3,0,0,1,0,0,0,0,0,4,1
34,Denver,CO,80209,389.0,0.0,389.0,1.0,0.0,True,True,1.0,0.0,0.0,389.0,389.0,1.0,1.0,0.0,0,2,0,0,0,0,4,0,0,0,0,6,0
27,Fort Collins,CO,80525,1628.0,420.0,1018.0,7.0,0.0,True,True,1.0,0.0,420.0,1018.0,1018.0,1.0,1.0,0.0,0,3,1,0,1,0,2,0,0,0,0,7,1
63,Denver,CO,80210,5849.88,559.5,2747.47,35.0,10.0,True,True,1.0,118.0,1607.68,4034.59,4710.83,6.0,4.0,2.0,0,0,0,0,0,0,2,0,0,0,0,2,1
30,Boulder,CO,80305,689.72,0.0,0.0,2.0,1.67,True,True,1.0,177.0,579.0,579.0,579.0,5.0,5.0,0.0,1,2,1,1,0,0,4,0,0,0,0,8,0
60,Denver,CO,80222,8755.87,890.94,2484.87,21.0,9.28,True,True,1.0,236.0,890.94,2484.87,3647.87,1.0,1.0,0.0,0,0,0,4,0,0,0,0,0,0,0,4,1
45,Denver,CO,80222,4231.69,336.0,2152.69,14.0,0.0,True,True,1.0,385.0,336.0,2291.63,4225.63,5.0,3.0,2.0,0,0,6,1,0,0,0,0,0,0,0,7,0
45,Denver,CO,80224,2947.04,673.92,2580.04,21.0,10.0,True,True,1.0,149.0,1699.23,3456.35,3674.35,3.0,2.0,1.0,0,0,1,0,2,0,1,0,0,0,0,4,0
50,Fort Collins,CO,80525,2240.75,578.0,1664.75,12.0,10.0,True,True,1.0,358.0,598.09,2554.87,3152.87,5.0,2.0,3.0,0,2,1,2,1,0,0,0,0,0,0,6,0
59,Littleton,CO,80127,8234.39,1317.0,3864.39,26.0,9.54,True,True,1.0,59.0,1326.87,3896.69,4043.69,3.0,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1
61,Broomfield,CO,80020,2626.0,0.0,440.0,1.0,0.0,True,True,1.0,118.0,0.0,440.0,900.0,1.0,1.0,0.0,1,3,1,0,2,0,2,0,0,0,0,8,1
25,Hudson,CO,80642,965.0,0.0,0.0,0.0,10.0,True,True,1.0,118.0,0.0,0.0,0.0,4.0,4.0,0.0,1,4,0,0,0,0,1,0,0,0,0,5,1
24,Loveland,CO,80537,2025.29,0.0,241.29,4.0,10.0,True,True,1.0,118.0,0.0,241.29,241.29,4.0,4.0,0.0,1,4,3,1,1,0,4,0,0,0,0,13,1
31,Denver,CO,80209,1175.75,0.0,0.0,0.0,10.0,True,True,1.0,0.0,0.0,0.0,298.0,1.0,1.0,0.0,1,0,1,1,0,1,3,0,0,0,0,6,0
27,Fort Collins,CO,80526,476.99,50.0,182.99,3.0,0.0,True,True,1.0,59.0,50.0,182.99,182.99,1.0,1.0,0.0,1,0,0,2,0,0,2,0,0,0,0,4,0
31,Brighton,CO,80602,2642.84,0.0,1115.84,10.0,10.0,True,True,1.0,118.0,0.0,1115.84,1604.84,3.0,3.0,0.0,1,1,0,1,0,2,2,0,0,0,0,6,1
61,Parker,CO,80134,2106.85,419.0,1080.85,8.0,0.0,True,True,1.0,59.0,419.0,1080.85,1359.85,2.0,2.0,0.0,1,2,0,1,0,0,1,0,0,0,0,4,1
26,Fort Collins,CO,80524,1953.86,44.0,44.0,1.0,0.0,True,True,1.0,0.0,44.0,44.0,276.86,2.0,2.0,0.0,1,1,0,0,1,0,3,0,0,0,0,5,1
28,Denver,CO,80203,1090.1,191.1,660.1,3.0,10.0,True,True,1.0,0.0,382.2,851.2,851.2,2.0,2.0,0.0,1,2,0,0,0,0,0,0,0,0,0,2,0
30,Lakewood,CO,80228,928.0,0.0,439.0,3.0,7.48,True,True,1.0,59.0,0.0,439.0,439.0,1.0,1.0,0.0,1,0,0,1,0,0,2,0,0,0,0,3,0
63,Golden,CO,80403,2722.16,0.0,395.16,5.0,7.08,True,True,1.0,444.0,0.0,644.16,644.16,6.0,6.0,0.0,1,2,3,7,1,0,0,0,0,0,0,13,1
58,Evergreen,CO,80439,4699.76,784.29,2416.76,11.0,0.0,True,True,1.0,416.0,784.29,2267.76,2564.76,4.0,3.0,1.0,0,4,1,2,3,0,0,0,0,0,0,10,1
34,Louisville,CO,80027,2902.0,518.0,1376.0,7.0,0.0,True,True,1.0,59.0,518.0,957.0,1376.0,2.0,1.0,1.0,1,1,2,0,0,0,2,0,0,0,0,5,1
47,Denver,CO,80228,3850.27,1019.0,3083.27,13.0,10.0,True,True,1.0,398.0,1074.25,3179.52,3179.52,2.0,2.0,0.0,0,1,0,3,0,0,0,0,0,0,0,4,0
53,Granby,CO,80446,6383.0,0.0,2218.0,13.0,0.0,True,True,0.0,413.0,1118.0,3336.0,3436.0,2.0,2.0,0.0,1,9,4,11,5,5,7,0,0,0,0,41,1
71,Denver,CO,80209,4751.18,592.78,2582.13,31.0,10.0,True,True,1.0,177.0,592.78,2582.13,3195.89,4.0,4.0,0.0,0,2,1,0,0,0,0,0,0,0,0,3,1
41,Broomfield,CO,80020,1026.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,1,4,1,0,0,0,3,0,0,0,0,8,1
34,Golden,CO,80403,2344.5,0.0,198.0,17.0,10.0,True,True,1.0,214.0,145.0,900.3,1426.3,2.0,2.0,0.0,0,0,1,1,0,0,1,0,0,0,0,3,1
48,Aurora,CO,80010,2900.78,553.3,1465.78,17.0,10.0,True,True,1.0,59.0,553.3,1465.78,1514.78,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1
51,Golden,CO,80401,3201.1,469.0,1428.81,13.0,10.0,True,True,1.0,295.0,469.0,1428.81,1556.81,1.0,1.0,0.0,1,8,8,6,5,2,15,0,0,0,0,44,1
74,Winter Park,CO,80482,0.0,0.0,0.0,10.0,0.0,True,False,0.0,0.0,0.0,0.0,150.0,5.0,5.0,0.0,0,0,0,0,2,0,0,0,0,0,0,2,1
59,Denver,CO,80210,3013.07,420.0,1400.74,17.0,7.89,True,True,1.0,236.0,420.0,1400.74,1540.07,1.0,1.0,0.0,0,0,0,4,0,0,0,0,0,0,0,4,1
36,Arvada,CO,80002,3670.01,1797.81,2862.01,21.0,10.0,True,True,1.0,0.0,2440.15,4100.38,5087.27,5.0,2.0,3.0,1,1,1,2,0,0,2,0,0,0,0,6,0
31,Lafayette,CO,80026,3471.28,2472.5,2629.5,6.0,9.25,True,True,1.0,59.0,2472.5,2629.5,2629.5,1.0,1.0,0.0,1,1,0,0,0,2,0,0,0,0,0,3,1
51,Denver,CO,80206,10174.38,25.06,3036.38,24.0,10.0,True,True,1.0,30.0,2546.05,7799.69,8624.69,5.0,2.0,3.0,1,2,2,1,2,0,2,0,0,0,0,9,1
50,Littleton,CO,80126,3218.76,0.0,0.0,2.0,3.46,True,True,1.0,149.0,0.0,59.0,523.4,4.0,2.0,2.0,1,0,0,2,1,0,0,0,0,0,0,3,1
43,Louisville,CO,80027,3887.75,41.0,1962.75,23.0,10.0,True,True,1.0,0.0,1588.94,3801.7,4818.7,5.0,3.0,2.0,1,0,0,1,0,1,1,0,0,0,0,3,0
47,Niwot,CO,80503,5912.54,1432.25,3494.67,11.0,10.0,True,True,1.0,0.0,1432.25,3494.67,3494.67,3.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
14,Lone Tree,CO,80124,679.73,170.43,463.15,83.0,0.0,True,True,1.0,0.0,2410.95,8001.33,8795.85,5.0,3.0,2.0,1,6,4,8,2,0,7,0,0,0,0,27,0
